          0, 0.000244,          0
          5, 0.001221,          0
         10, 0.004700,          0
         15, 0.014160,          0
         20, 0.029968,          0
         25, 0.047607,          0
         30, 0.064392,          0
         35, 0.079712,          0
         40, 0.093750,          0
         45, 0.106628,          0
         50, 0.118530,          0
         55, 0.129578,          0
         60, 0.139954,          0
         65, 0.149719,          0
         70, 0.158997,          0
         75, 0.167847,          0
         80, 0.176270,          0
         85, 0.184326,          0
         90, 0.192078,          0
         95, 0.199585,          0
        100, 0.206787,          0
        105, 0.213806,          0
        110, 0.220581,          0
        115, 0.227173,          0
        120, 0.233582,          0
        125, 0.239807,          0
        130, 0.245911,          0
        135, 0.251831,          0
        140, 0.257629,          0
        145, 0.263306,          0
        150, 0.268860,          0
        155, 0.274292,          0
        160, 0.279663,          0
        165, 0.284912,          0
        170, 0.290039,          0
        175, 0.295105,          0
        180, 0.300110,          0
        185, 0.304993,          0
        190, 0.309814,          0
        195, 0.314575,          0
        200, 0.319275,          0
        205, 0.323914,          0
        210, 0.328491,          0
        215, 0.333008,          0
        220, 0.337463,          0
        225, 0.341858,          0
        230, 0.346191,          0
        235, 0.350464,          0
        240, 0.354675,          0
        245, 0.358826,          0
        250, 0.362915,          0
        255, 0.367004,          0
        260, 0.371033,          0
        265, 0.375000,          0
        270, 0.378967,          0
        275, 0.382874,          0
        280, 0.386719,          0
        285, 0.390564,          0
        290, 0.394348,          0
        295, 0.398071,          0
        300, 0.401794,          0
        305, 0.405457,          0
        310, 0.409119,          0
        315, 0.412720,          0
        320, 0.416321,          0
        325, 0.419861,          0
        330, 0.423401,          0
        335, 0.426880,          0
        340, 0.430359,          0
        345, 0.433777,          0
        350, 0.437195,          0
        355, 0.440613,          0
        360, 0.443970,          0
        365, 0.447327,          0
        370, 0.450623,          0
        375, 0.453918,          0
        380, 0.457214,          0
        385, 0.460449,          0
        390, 0.463684,          0
        395, 0.466858,          0
        400, 0.470032,          0
        405, 0.473206,          0
        410, 0.476318,          0
        415, 0.479431,          0
        420, 0.482544,          0
        425, 0.485596,          0
        430, 0.488647,          0
        435, 0.491699,          0
        440, 0.494690,          0
        445, 0.497681,          0
        450, 0.500671,          1
        455, 0.502625,          1
        460, 0.504578,          1
        465, 0.506531,          1
        470, 0.508484,          1
        475, 0.510437,          1
        480, 0.512390,          1
        485, 0.514282,          1
        490, 0.516174,          1
        495, 0.518066,          1
        500, 0.519958,          1
        505, 0.521851,          1
        510, 0.523743,          1
        515, 0.525635,          1
        520, 0.527527,          1
        525, 0.529419,          1
        530, 0.531250,          1
        535, 0.533081,          1
        540, 0.534912,          1
        545, 0.536743,          1
        550, 0.538574,          1
        555, 0.540405,          1
        560, 0.542236,          1
        565, 0.544067,          1
        570, 0.545898,          1
        575, 0.547729,          1
        580, 0.549500,          1
        585, 0.551270,          1
        590, 0.553040,          1
        595, 0.554810,          1
        600, 0.556580,          1
        605, 0.558350,          1
        610, 0.560120,          1
        615, 0.561890,          1
        620, 0.563660,          1
        625, 0.565430,          1
        630, 0.567200,          1
        635, 0.568909,          1
        640, 0.570618,          1
        645, 0.572327,          1
        650, 0.574036,          1
        655, 0.575745,          1
        660, 0.577454,          1
        665, 0.579163,          1
        670, 0.580872,          1
        675, 0.582581,          1
        680, 0.584290,          1
        685, 0.585999,          1
        690, 0.587708,          1
        695, 0.589355,          1
        700, 0.591003,          1
        705, 0.592651,          1
        710, 0.594299,          1
        715, 0.595947,          1
        720, 0.597595,          1
        725, 0.599243,          1
        730, 0.600891,          1
        735, 0.602539,          1
        740, 0.604187,          1
        745, 0.605835,          1
        750, 0.607483,          1
        755, 0.609131,          1
        760, 0.610718,          1
        765, 0.612305,          1
        770, 0.613892,          1
        775, 0.615479,          1
        780, 0.617065,          1
        785, 0.618652,          1
        790, 0.620239,          1
        795, 0.621826,          1
        800, 0.623413,          1
        805, 0.625000,          1
        810, 0.626587,          1
        815, 0.628174,          1
        820, 0.629761,          1
        825, 0.631348,          1
        830, 0.632935,          1
        835, 0.634460,          1
        840, 0.635986,          1
        845, 0.637512,          1
        850, 0.639038,          1
        855, 0.640564,          1
        860, 0.642090,          1
        865, 0.643616,          1
        870, 0.645142,          1
        875, 0.646667,          1
        880, 0.648193,          1
        885, 0.649719,          1
        890, 0.651245,          1
        895, 0.652771,          1
        900, 0.654297,          1
        905, 0.655823,          1
        910, 0.657349,          1
        915, 0.658875,          1
        920, 0.660339,          1
        925, 0.661804,          1
        930, 0.663269,          1
        935, 0.664734,          1
        940, 0.666199,          1
        945, 0.667664,          1
        950, 0.669128,          1
        955, 0.670593,          1
        960, 0.672058,          1
        965, 0.673523,          1
        970, 0.674988,          1
        975, 0.676453,          1
        980, 0.677917,          1
        985, 0.679382,          1
        990, 0.680847,          1
        995, 0.682312,          1
